Systematic || Standard	cbf1_dmet6_t0	cbf1_dmet6_t2.5	cbf1_dmet6_t5	cbf1_dmet6_t15	cbf1_dmet6_t30	cbf1_dmet6_t45	cbf1_dmet6_t60	cbf1_dmet6_t90	met31_dmet6_t0	met31_dmet6_t2.5	met31_dmet6_t5	met31_dmet6_t15	met31_dmet6_t30	met31_dmet6_t45	met31_dmet6_t60	met31_dmet6_t90	met32_dmet6_t0	met32_dmet6_t2.5	met32_dmet6_t5	met32_dmet6_t15	met32_dmet6_t30	met32_dmet6_t45	met32_dmet6_t60	met32_dmet6_t90	met28_dmet6_t0	met28_dmet6_t2.5	met28_dmet6_t5	met28_dmet6_t15	met28_dmet6_t30	met28_dmet6_t45	met28_dmet6_t60	met28_dmet6_t90	met4_dmet6_t0	met4_dmet6_t2.5	met4_dmet6_t5	met4_dmet6_t15	met4_dmet6_t30	met4_dmet6_t45	met4_dmet6_t60	met4_dmet6_t90	wt_dmet6_t0	wt_dmet6_t2.5	wt_dmet6_t5	wt_dmet6_t15	wt_dmet6_t30	wt_dmet6_t45	wt_dmet6_t60	wt_dmet6_t90
YPL058C || PDR12	0	-0.001807	-0.000199	0.00529	0.169147	0.307354	0.467593	0.774395	0	0.151656	0.044211	0.086793	0.096124	0.247608	0.213027	0.177521	0	0.257625	0.089537	0.230337	0.117728	0.236778	0.14555	0.14568	0	-0.009707	-0.115555	0.13293	0.160142	0.106711	0.130957	0.209481	0	-0.04179	-0.124122	-0.068214	-0.460864	-0.660154	-0.829791	-0.724475	0	0	0	0	0	0	0	0
YDR011W || SNQ2	0	-0.15175	-0.156533	-0.115598	0.00898	0.174565	0.116362	0.059148	0	0.11999	-0.083719	-0.193638	-0.167474	-0.208319	-0.281956	-0.317522	0	0.121234	0.063262	-0.332333	-0.250067	-0.250034	-0.346536	-0.183421	0	-0.015727	-0.07839	0.002108	0.004161	-0.034761	-0.11525	-0.061293	0	-0.075049	-0.102174	-0.185236	-0.492536	-0.674066	-0.689872	-0.418418	0	0	0	0	0	0	0	0
YPR145W || ASN1	0	0.098612	-0.095352	-0.088154	0.004468	0.222209	0.265105	0.720857	0	0.062329	0.037458	-0.082018	-0.144217	-0.022507	-0.149061	-0.163384	0	-0.028068	-0.129008	-0.343663	-0.493532	-0.40843	-0.428859	-0.423693	0	0.090874	0.006397	0.167271	0.141364	0.137497	0.192014	0.197012	0	-0.05311	-0.118322	-0.400843	-0.743604	-0.932899	-0.969077	-0.517581	0	0	0	0	0	0	0	0
YDR384C || ATO3	0	-0.18827	-0.15844	-0.298894	-0.32457	-0.136845	0.383475	0.449625	0	-0.023075	-0.135064	-0.392111	-0.195171	-0.122878	-0.173522	-0.136548	0	0.298963	0.123671	-0.327982	-0.431454	-0.558663	-0.606335	-0.626828	0	0.122435	-0.078466	0.052779	0.006111	-0.043738	-0.23516	-0.12262	0	-0.058026	-0.357064	-0.380858	-0.71818	-1.024372	-1.318628	-1.234497	0	0	0	0	0	0	0	0
YOR203W || YOR203W	0	-0.156035	-0.264293	-0.256352	-0.404938	-0.142365	0.303279	0.561018	0	-0.035494	-0.098544	-0.309525	-0.269496	0.025901	-0.080041	-0.00602	0	0.072458	-0.036366	-0.10531	-0.473585	-0.446607	-0.307307	-0.353576	0	0.130268	-0.140416	0.003543	-0.015981	0.070501	0.071103	0.29761	0	-0.133168	-0.288596	-0.438259	-0.623698	-0.826299	-1.00785	-0.96627	0	0	0	0	0	0	0	0
YGR121C || MEP1	0	-0.180339	-0.132745	-0.178365	-0.236741	0.14869	0.369075	0.453714	0	0.041391	-0.005439	-0.224901	-0.203928	-0.139022	-0.102365	-0.191964	0	0.073256	-0.031062	-0.432592	-0.352141	-0.309392	-0.320062	-0.292873	0	-0.013952	-0.05416	-0.199864	-0.214409	-0.134519	-0.169831	-0.066697	0	-0.083167	-0.16806	-0.324958	-0.439694	-0.527362	-0.570323	-0.536936	0	0	0	0	0	0	0	0
YGR243W || FMP43	0	0.325229	0.165179	0.124069	-0.156636	-0.053999	0.101481	-0.127806	0	-0.056914	0.080866	-0.095697	-0.131565	-0.215645	-0.297415	-0.184466	0	0.041054	0.077501	-0.30644	-0.263774	-0.506191	-0.562891	-0.521655	0	0.226182	0.107733	0.00067	-0.024156	-0.173154	-0.239814	-0.325393	0	0.086429	0.054805	-0.078316	-0.462619	-0.871267	-0.952319	-0.591723	0	0	0	0	0	0	0	0
YOL058W || ARG1	0	0.07988	0.002022	-0.273665	-0.390604	-0.339733	-0.081877	0.456677	0	0.058536	0.113105	0.137554	0.059228	-0.096355	-0.252645	-0.391666	0	-0.047385	-0.052138	0.208674	-0.613478	-0.526909	-0.520162	-0.482948	0	0.133365	0.18011	0.300417	0.133534	0.316596	0.432492	0.464095	0	-0.010458	-0.000946	0.030146	-0.402756	-1.189319	-1.669142	-1.215988	0	0	0	0	0	0	0	0
YJR109C || CPA2	0	-0.011683	-0.055848	-0.270292	-0.406551	-0.361782	-0.223095	0.22294	0	0.272136	-0.044667	0.044412	-0.059733	-0.075502	-0.377426	-0.384566	0	-0.028231	0.034021	-0.289195	-0.263486	-0.488692	-0.509742	-0.39266	0	0.060267	0.102015	0.150501	0.110343	-0.004029	0.082168	0.268593	0	0.05451	0.042104	0.026017	-0.197516	-0.503809	-0.816587	-0.630312	0	0	0	0	0	0	0	0
YBL075C || SSA3	0	-0.009947	-0.075512	-0.198951	-0.109397	0.033236	-0.085648	-0.019057	0	0.060201	-0.061352	-0.022396	0.038989	-0.035913	-0.120025	-0.123557	0	-0.051022	-0.059645	-0.142251	-0.03642	-0.149169	-0.152979	0.013616	0	0.0798	0.09266	-0.011697	0.074563	0.076111	0.099685	0.028588	0	-0.03405	-0.007946	-0.013514	-0.08982	-0.231073	-0.421502	-0.640537	0	0	0	0	0	0	0	0
YJL088W || ARG3	0	-0.179562	-0.412142	-0.34036	-0.50254	-0.339753	-0.263226	0.256959	0	-0.183468	-0.152405	-0.048243	-0.005294	0.06593	-0.107497	-0.280277	0	0.185814	0.141913	-0.066287	-0.168321	-0.238957	-0.454626	-0.458894	0	0.104164	0.20461	0.012938	0.300155	0.732331	0.541496	0.442533	0	0.096144	0.01033	-0.114766	-0.399173	-0.693691	-1.123376	-1.355197	0	0	0	0	0	0	0	0
YMR062C || ARG7	0	0.08059	-0.001549	-0.294862	-0.36779	-0.578616	-0.542153	-0.131602	0	0.017969	0.048203	0.134973	0.060912	0.110826	-0.02493	0.06447	0	-0.071177	-0.056718	0.217614	-0.191195	-0.366344	-0.336501	-0.288121	0	-0.054164	0.095158	0.048213	0.112057	0.226348	0.300015	0.301254	0	0.036326	0.031493	-0.008001	-0.223915	-0.537901	-0.83145	-0.887364	0	0	0	0	0	0	0	0
YOR303W || CPA1	0	0.187768	0.09565	-0.12732	-0.335715	-0.360028	-0.49747	-0.111761	0	0.287095	0.136475	0.023345	0.038691	-0.01407	-0.09697	-0.188903	0	0.192049	0.157024	0.115607	-0.038095	-0.058959	-0.211111	-0.187274	0	0.256004	0.239865	0.182496	0.060925	0.166527	0.206851	0.173034	0	0.00523	0.026466	-0.110859	-0.25766	-0.424413	-0.675238	-0.871212	0	0	0	0	0	0	0	0
YDL170W || UGA3	0	-0.105835	0.005028	-0.03895	-0.109068	-0.218722	-0.152292	0.127283	0	0.076023	-0.025739	0.059377	-0.001832	0.10923	0.038168	0.176752	0	-0.017677	0.143522	0.0185	-0.1131	-0.170016	-0.198993	-0.343228	0	-0.00602	0.063252	0.104676	0.034626	0.014155	0.087494	0.189721	0	-0.007638	-0.087973	0.06764	-0.306128	-0.357018	-0.557123	-0.704902	0	0	0	0	0	0	0	0
YMR300C || ADE4	0	-0.104032	0.033053	0.025874	0.00847	-0.038743	-0.026305	0.448737	0	-0.119461	-0.134181	-0.090959	-0.120297	0.057533	0.04091	0.199081	0	-0.016061	0.039375	-0.171907	-0.256875	-0.267515	-0.361789	-0.411655	0	0.048526	0.048166	0.124758	0.155924	0.009034	0.182196	0.20546	0	0.0209	-0.008088	-0.120202	-0.476483	-0.616342	-0.871459	-0.928451	0	0	0	0	0	0	0	0
YMR265C || YMR265C	0	-0.030726	0.046892	-0.120208	-0.192743	-0.311053	-0.077857	-0.16506	0	-0.019136	-0.12411	-0.108163	-0.094055	-0.084574	-0.089919	-0.014617	0	-0.003417	0.062466	-0.125463	-0.10817	-0.218545	-0.120318	-0.084378	0	-0.007309	-0.056314	-0.066339	-0.026129	-0.135374	-0.042838	0.100172	0	-0.013862	-0.071736	-0.068739	-0.280923	-0.524536	-0.653944	-0.7963	0	0	0	0	0	0	0	0
YGL117W || YGL117W	0	-0.127347	-0.398716	-0.449692	-0.84892	-0.711642	-0.201076	-0.042093	0	-0.098673	-0.050512	-0.076609	-0.025878	-0.110781	-0.152565	-0.033343	0	-0.081629	-0.072794	-0.263947	-0.361169	-0.60403	-0.50913	-0.478568	0	-0.129787	-0.114052	-0.12755	-0.009176	-0.013843	0.166371	0.41609	0	0.052365	-0.00668	-0.054139	-0.418774	-0.917588	-1.35987	-1.698935	0	0	0	0	0	0	0	0
YBR256C || RIB5	0	-0.146759	-0.148844	-0.282465	-0.414366	-0.470018	-0.195746	-0.188472	0	-0.168266	-0.046754	-0.139332	-0.064823	-0.041263	-0.018673	-0.023258	0	-0.003529	0.034874	-0.181752	-0.26929	-0.32015	-0.267214	-0.234032	0	-0.080813	-0.0981	-0.05456	0.030593	-0.034281	0.033146	0.148553	0	-0.009693	0.005063	-0.170282	-0.283215	-0.482856	-0.63395	-0.891743	0	0	0	0	0	0	0	0
YER073W || ALD5	0	-0.005508	-0.035021	-0.218345	-0.343675	-0.199428	-0.127464	0.100303	0	0.043628	-0.01	-0.016848	0.034447	0.028386	-0.050057	0.188706	0	-0.152509	-0.00402	-0.303458	-0.138344	-0.36379	-0.460449	-0.350313	0	0.009561	0.114751	-0.123777	-0.036864	-0.009831	0.169878	0.169051	0	0.050318	0.081038	0.071137	-0.325753	-0.670642	-1.096247	-1.180426	0	0	0	0	0	0	0	0
YMR096W || SNZ1	0	-0.011025	-0.062288	-0.062824	-0.215614	-0.412107	-0.365421	-0.220549	0	0.076349	0.037759	-0.022047	0.04313	0.154425	0.100754	0.123077	0	-0.007182	-0.098887	-0.117982	-0.501974	-0.719957	-0.704231	-0.807936	0	0.135228	0.060858	0.185966	0.177058	0.039045	-0.120558	-0.219045	0	-0.072302	-0.167261	-0.301522	-0.574448	-1.230304	-1.829562	-2.47554	0	0	0	0	0	0	0	0
YDR043C || NRG1	0	0.247045	0.15254	-0.199111	-0.220713	-0.353398	-0.465515	-0.317135	0	-0.050401	-0.020763	-0.10945	-0.126011	0.029796	-0.019307	0.137041	0	0.077223	0.134457	-0.386	-0.253101	-0.403157	-0.458337	-0.434217	0	0.209447	0.204348	-0.062446	-0.031238	-0.041705	-0.038686	0.018059	0	0.082572	-0.047036	-0.093091	-0.564214	-1.115703	-1.387206	-1.61195	0	0	0	0	0	0	0	0
YOR302W || YOR302W	0	-0.172979	-0.330835	-0.421162	-0.474757	-0.441792	-0.410342	0.04789	0	-0.077437	0.003756	-0.176862	0.010325	-0.011693	0.065677	0.021224	0	0.298907	0.17217	-0.558342	-0.223826	-0.062901	-0.256214	-0.271436	0	0.37848	0.133166	0.039133	0.103186	0.096043	0.081038	0.004536	0	-0.101431	-0.208135	-0.667264	-0.522111	-0.812491	-1.188366	-1.504532	0	0	0	0	0	0	0	0
YMR266W || RSN1	0	-0.046086	-0.009583	-0.099989	-0.110136	0.045642	-0.131152	0.070639	0	0.254783	-0.012533	0.028473	-0.058925	-0.041268	-0.053785	-0.109061	0	0.054679	0.041866	-0.017651	-0.109777	-0.100411	-0.197913	-0.147667	0	0.114812	-0.020392	0.081206	0.057646	-0.031908	-0.014349	0.019725	0	-0.000713	0.006692	-0.034231	-0.290175	-0.415556	-0.5772	-0.429054	0	0	0	0	0	0	0	0
YOL020W || TAT2	0	-0.043678	-0.116707	-0.277347	-0.428979	-0.140877	-0.027814	0.143821	0	0.481531	0.326593	0.172321	0.205891	0.067276	0.066406	0.294597	0	0.127952	0.036744	-0.05373	-0.303656	-0.439525	-0.471867	-0.359403	0	-0.004159	-0.117642	0.049072	-0.168123	-0.019862	-0.164086	0.183963	0	0.064969	0.005889	-0.583472	-0.559315	-0.887769	-1.064441	-1.086539	0	0	0	0	0	0	0	0
YPR065W || ROX1	0	0.1487	0.007496	-0.19889	0.020437	-0.022895	-0.310208	0.029222	0	0.375384	0.135882	0.07744	-0.000994	0.137178	-0.013039	0.421239	0	-0.068693	-0.062597	-0.485643	-0.523673	-0.677343	-0.658557	-0.689664	0	0.199427	0.189851	0.268491	0.261533	0.090969	0.215641	0.247648	0	-0.075908	-0.203509	-0.449478	-0.793383	-1.20444	-1.247282	-1.182582	0	0	0	0	0	0	0	0
YGL024W || YGL024W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.455883	0.278194	0.004381	-0.512152	-0.799256	-0.82719	-0.82719	0	0	0	0	0	0	0	0	0	-0.128578	-0.314267	-0.628887	-0.838681	-1.101558	-1.19041	-1.19041	0	0	0	0	0	0	0	0
YAL048C || GEM1	0	0.027469	0.057351	-0.045702	0.056702	-0.151525	-0.268288	-0.215096	0	0.400509	0.206806	-0.094044	-0.235976	-0.164505	-0.262836	-0.131716	0	0.197979	0.210805	-0.459127	-0.349834	-0.423029	-0.546172	-0.56091	0	0.20479	0.182793	0.030879	0.067137	-0.031924	-0.070423	-0.113864	0	-0.128808	-0.169006	-0.559046	-0.579612	-0.748684	-0.89271	-0.958978	0	0	0	0	0	0	0	0
YNL065W || AQR1	0	0	0	0	0	0	0	0	0	0.29556	0.054778	0.095977	-0.063485	-0.063485	-0.063485	-0.063485	0	-0.077117	-0.077117	-0.077117	-0.077117	-0.077117	-0.077117	-0.077117	0	0	0	0	0	0	0	0	0	-0.226455	-0.729564	-0.681384	-1.007442	-1.007442	-1.007442	-1.007442	0	0	0	0	0	0	0	0
YDR033W || MRH1	0	-0.03377	0.081322	0.038825	0.032777	-0.098901	0.047242	0.063948	0	0.027739	0.133687	-0.035785	-0.104435	-0.098947	-0.182853	-0.166983	0	0.364719	0.20781	0.28001	0.023674	0.107189	0.05971	0.047601	0	0.120455	-0.016054	0.12114	0.095999	-0.187987	-0.072425	0.13922	0	-0.14753	-0.199871	-0.261243	-0.378641	-0.597245	-0.740551	-0.859687	0	0	0	0	0	0	0	0
YLR130C || ZRT2	0	-0.032934	0.025502	0.008413	-0.206226	0.028033	0.315692	0.412484	0	0.083729	0.028932	-0.043956	-0.094439	-0.128494	-0.108647	-0.242995	0	0.359806	0.227008	0.260216	-0.236843	-0.08393	-0.163368	-0.230859	0	-0.000571	0.03553	0.039413	-0.123738	-0.173839	-0.167241	-0.103756	0	-0.053764	-0.104327	-0.117515	-0.478622	-0.642181	-0.997899	-1.139638	0	0	0	0	0	0	0	0
YPL092W || SSU1	0	-0.12952	-0.04662	-0.103098	-0.159455	0.115756	0.491672	0.511918	0	-0.114048	-0.130911	-0.248583	-0.220246	-0.251736	-0.263705	-0.46736	0	0.14751	0.079613	0.138545	-0.181922	-0.143571	-0.209326	-0.303747	0	-0.126059	-0.177461	-0.071129	-0.106392	0.001124	-0.055546	-0.009382	0	-0.038038	-0.144753	-0.211712	-0.374446	-0.573506	-1.054342	-1.272006	0	0	0	0	0	0	0	0
YBL042C || FUI1	0	-0.029594	-0.222933	-0.199212	-0.286827	0.0739	0.092245	-0.022943	0	0.02401	-0.209591	-0.155697	-0.038145	-0.072325	-0.14124	-0.145579	0	0.226067	0.107214	0.093611	-0.045442	0.037604	-0.092489	-0.091339	0	0.059141	0.003245	0.041536	-0.14302	-0.247666	-0.237437	-0.337634	0	-0.128101	-0.209551	-0.16151	-0.740209	-1.019282	-1.310225	-1.072305	0	0	0	0	0	0	0	0
YLR023C || IZH3	0	-0.168338	-0.096115	-0.24839	-0.127855	0.055822	0.187639	0.342465	0	0.053377	-0.061216	-0.199747	-0.223858	-0.170819	-0.222689	-0.248498	0	0.437051	0.259181	0.036073	0.050619	0.018555	-0.168052	-0.141627	0	0.183268	-0.015803	0.094129	-0.047106	-0.164156	-0.171984	-0.176516	0	-0.127963	-0.293394	-0.370043	-0.812082	-0.95123	-1.047585	-0.792587	0	0	0	0	0	0	0	0
YOR153W || PDR5	0	-0.124335	-0.061895	-0.00197	0.103241	0.026602	0.049126	0.082407	0	0.177809	0.007373	-0.053101	-0.111981	-0.061778	-0.060196	-0.040336	0	0.199306	0.140895	-0.346322	0.020728	-0.007908	-0.043725	0.040619	0	0.146343	0.039755	0.252727	0.241384	-0.103577	0.006079	0.122024	0	-0.07613	-0.140519	-0.160775	-0.447489	-0.525446	-0.638471	-0.561436	0	0	0	0	0	0	0	0
YGL096W || TOS8	0	0.220409	0.282907	-0.232213	-0.12823	-0.061614	0.074331	0.070005	0	0.0192	0.037191	-0.163173	-0.129576	-0.001846	-0.009498	0.115722	0	0.219751	0.20151	0.075215	0.065969	-0.053959	-0.063093	0.00484	0	0.279335	0.330601	-0.019428	0.100914	0.025483	-0.006665	0.064007	0	-0.00824	-0.073961	0.015867	-0.423923	-0.78638	-0.907486	-0.944307	0	0	0	0	0	0	0	0
YLR452C || SST2	0	0.048048	0.128189	0.083853	-0.02511	-0.065083	-0.159486	-0.068332	0	0.095492	-0.10074	-0.015902	-0.122891	-0.098321	-0.229917	-0.177826	0	0.103754	0.139994	-0.003307	-0.12606	-0.265289	-0.264188	-0.253453	0	0.086241	0.108349	0.162969	0.248259	0.043119	0.146701	0.273998	0	0.009913	0.104163	-0.09622	-0.519745	-0.938105	-1.0475	-0.99703	0	0	0	0	0	0	0	0
YDR035W || ARO3	0	0.070216	0.14112	0.003793	-0.026313	-0.239546	-0.000446	0.180853	0	-0.052061	-0.035033	-0.128702	-0.076221	0.090964	-0.024068	0.115975	0	0.130668	0.120984	0.114084	-0.254364	-0.3987	-0.341076	-0.289325	0	0.224613	0.166897	0.286312	0.276093	-0.068846	0.04987	0.155264	0	-0.216566	-0.332525	-0.206116	-0.535392	-0.883568	-1.15167	-1.17309	0	0	0	0	0	0	0	0
YOL155C || HPF1	0	0.057247	0.089842	-0.302437	-0.179364	-0.029271	0.148362	0.134372	0	0.031856	-0.00793	-0.010906	-0.007919	-0.02635	0.035618	-0.238944	0	0.019552	0.00696	-0.18633	-0.323961	-0.198986	-0.156206	-0.052569	0	-0.07199	0.022356	0.018545	0.188211	-0.065617	-0.011473	0.125868	0	-0.022844	-0.028732	-0.38755	-0.519865	-1.00845	-1.396845	-1.269724	0	0	0	0	0	0	0	0
YER053C-A || YER053C-A	0	0.264599	0.425655	-0.28781	-0.544915	-0.132492	0.357467	0.625573	0	-0.180092	0.143001	-0.073211	-0.109652	-0.25073	-0.073959	-0.102453	0	-0.06931	-0.122678	-0.510417	-0.487052	-0.358391	-0.280938	-0.310782	0	-0.206371	0.034074	-0.193935	-0.059677	0.091891	0.214271	0.55639	0	0.058329	0.142255	-0.154928	-0.850416	-1.714317	-1.872678	-1.868494	0	0	0	0	0	0	0	0
YIR034C || LYS1	0	-0.065299	-0.009521	-0.162881	-0.160343	-0.008109	0.145305	0.247346	0	-0.026092	-0.138273	-0.147404	-0.197714	-0.145903	-0.189922	-0.201139	0	0.104983	0.116838	-0.249874	-0.147043	-0.128229	-0.125961	-0.130113	0	0.046092	0.072097	0.138272	0.170874	0.06399	0.17639	0.25754	0	-0.00032	-0.029863	-0.015651	-0.383798	-0.638122	-0.901134	-0.853896	0	0	0	0	0	0	0	0
YLL028W || TPO1	0	-0.102825	-0.018685	-0.167986	-0.123871	0.060275	0.102213	0.211781	0	0.116361	-0.005715	-0.07729	-0.078306	-0.073578	-0.097209	-0.185498	0	0.156164	0.064154	-0.050034	-0.066437	-0.130379	-0.213863	-0.171442	0	0.093681	-0.088435	0.134851	0.140886	0.124635	0.120388	0.184704	0	-0.098275	-0.156719	-0.175561	-0.691812	-1.129372	-1.446275	-1.516286	0	0	0	0	0	0	0	0
YML116W || ATR1	0	-0.073335	-0.05496	-0.080146	-0.079194	0.0413	0.052986	0.354569	0	0.084538	0.061005	0.051397	0.060207	0.147386	0.147589	0.025085	0	0.222798	0.039245	0.051944	-0.201909	-0.20643	-0.351154	-0.409451	0	0.078628	0.05045	0.166657	0.137644	0.276008	0.214176	0.244324	0	0.012421	-0.131083	-0.269117	-0.741135	-1.136723	-1.620114	-1.796595	0	0	0	0	0	0	0	0
YJR155W || AAD10	0	-0.015579	-0.0506	-0.079844	0.000649	0.10586	0.159419	0.108984	0	-0.035316	-0.027674	-0.015894	0.052914	0.108035	0.060617	0.021192	0	0.045754	0.001663	-0.182453	-0.054444	-0.027456	-0.173525	-0.207419	0	0.071896	-0.073121	0.012365	-0.020627	0.051973	0.051175	-0.03088	0	0.007585	-0.04808	-0.128809	-0.223362	-0.590739	-0.864269	-1.083092	0	0	0	0	0	0	0	0
YLR460C || YLR460C	0	0	0	0	0	0	0	0	0	0.081855	0.092789	-0.042508	-0.042508	-0.042508	-0.042508	-0.042508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.126773	-0.303373	-0.437546	-0.798827	-1.06293	-1.453457	-1.568313	0	0	0	0	0	0	0	0
YMR251W || GTO3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.086128	-0.25427	-0.323347	-0.595978	-0.859412	-1.065522	-1.340035	0	0	0	0	0	0	0	0
YNL114C || YNL114C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.020068	-0.185707	-0.3124	-0.460582	-0.60687	-0.918426	-1.044112	0	0	0	0	0	0	0	0
YDR534C || FIT1	0	-0.052922	-0.008521	0.022307	0.075151	0.155422	-0.091872	0.162065	0	0.205428	0.06461	0.147104	0.185223	0.16819	0.181253	0.078183	0	0.015287	-0.030367	0.036201	0.06782	0.071929	0.033792	0.130369	0	0.099138	0.027134	0.140377	0.198272	0.20506	-0.006358	0.207535	0	-0.05291	-0.23998	-0.556669	-0.985482	-1.38401	-1.791525	-2.159906	0	0	0	0	0	0	0	0
YJL108C || PRM10	0	0.030035	-0.021265	-0.243216	-0.114606	0.016175	-0.034417	0.350704	0	0.146164	0.017053	0.048342	0.133324	0.103335	0.054338	0.048681	0	0.011261	0.032989	-0.350911	0.091828	0.012541	-0.110757	-0.050118	0	0.271133	0.261559	0.251164	0.175293	0.010821	0.017582	0.158412	0	-0.088694	-0.025379	-0.102108	-0.362253	-0.774254	-1.074006	-1.192509	0	0	0	0	0	0	0	0
YNL169C || PSD1	0	-0.059143	0.024225	0.101649	0.06716	0.23162	0.393389	0.37599	0	0.040394	-0.093942	-0.123908	-0.082606	-0.11829	-0.133925	-0.175837	0	0.096798	0.075399	-0.099422	-0.149048	-0.152972	-0.140806	-0.096638	0	-0.02938	-0.078114	0.078276	0.093213	0.196228	0.149112	0.206765	0	-0.040198	-0.12366	-0.05469	-0.270961	-0.346882	-0.648225	-0.778607	0	0	0	0	0	0	0	0
YGR138C || TPO2	0	-0.148316	-0.209006	-0.415578	-0.2329	0.30636	0.724594	0.998157	0	-0.001419	-0.182924	-0.271542	-0.285854	-0.090859	0.011248	-0.019088	0	0.540708	0.478967	-0.310904	0.306735	0.522058	0.239821	0.378757	0	0.248742	0.052777	0.157171	0.289897	0.145527	0.361259	0.527181	0	-0.164261	-0.285336	-0.455254	-1.128193	-1.832743	-2.300341	-2.201331	0	0	0	0	0	0	0	0
YOR306C || MCH5	0	-0.029386	0.092358	-0.299838	0.133715	0.356124	0.378054	0.74066	0	0.07319	0.065276	0.071463	0.06708	0.163421	0.142728	0.130314	0	0.219458	0.112379	-0.236976	0.007146	0.07951	0.006163	0.060734	0	0.148834	0.165448	-0.060923	0.081614	0.144174	0.312402	0.408027	0	-0.033207	-0.143283	-0.229245	-0.638985	-0.937652	-1.157982	-0.936647	0	0	0	0	0	0	0	0
YMR145C || NDE1	0	-0.030106	0.081326	0.09639	0.20587	0.401982	0.774992	0.439107	0	0.08482	0.149566	-0.005898	-0.075612	0.002392	-0.030811	-0.179477	0	0.154389	0.103607	-0.032299	-0.089275	-0.012345	-0.056921	-0.1443	0	-0.006196	-0.024079	0.150154	0.186455	0.144121	0.186056	0.185376	0	-0.090586	-0.155732	-0.098159	-0.470713	-1.127987	-1.44249	-1.23887	0	0	0	0	0	0	0	0
YOR348C || PUT4	0	-0.1128	0.029196	0.008531	0.218441	0.326069	0.314237	0.319489	0	0.06631	-0.075194	-0.204529	-0.255441	-0.197999	-0.098561	-0.135275	0	-0.078155	0.011736	-0.16976	-0.028301	0.093272	-0.026916	0.080263	0	0.083741	0.206759	0.176905	0.099252	0.093776	0.17531	-0.015265	0	-0.023969	0.033822	0.018126	-0.50634	-0.935125	-1.06284	-0.869351	0	0	0	0	0	0	0	0
YJL130C || URA2	0	0.07428	0.185566	0.132853	0.06317	0.108251	0.123844	0.035315	0	0.227448	-0.025191	-0.065774	-0.058619	-0.18582	-0.281513	-0.205352	0	0.029399	0.0667	0.158431	-0.214702	-0.158892	-0.181963	-0.241924	0	0.051631	-0.015217	0.128626	0.006082	-0.257334	-0.0884	0.028394	0	-0.050271	0.038968	0.050475	-0.15898	-0.482872	-0.778196	-0.829737	0	0	0	0	0	0	0	0
YBR147W || RTC2	0	0.030015	0.084667	0.038986	-0.126644	-0.219678	-0.050089	0.069466	0	-0.116788	0.040495	-0.080015	-0.032193	-0.093014	-0.197644	-0.371424	0	0.028589	0.012073	0.21546	-0.134946	-0.257195	-0.32227	-0.347134	0	0.00447	0.054872	-0.122436	-0.148827	-0.209525	-0.239759	-0.208394	0	0.009339	-0.030591	-0.03012	-0.11547	-0.583339	-0.896229	-0.98873	0	0	0	0	0	0	0	0
YIL116W || HIS5	0	-0.014734	-0.044766	-0.008352	0.043709	0.031612	-0.095634	0.074978	0	-0.231041	-0.186336	-0.06058	-0.182014	-0.217687	-0.247699	-0.192968	0	-0.09456	-0.099048	0.185349	-0.118284	-0.205399	-0.199232	-0.270862	0	-0.059641	-0.085348	-0.003391	0.017962	0.126838	0.087738	0.067456	0	0.008352	-0.05658	-0.023342	-0.211421	-0.426184	-0.635341	-0.75041	0	0	0	0	0	0	0	0
YKR091W || SRL3	0	0.08465	0.090287	0.064573	0.076056	-0.038879	-0.098684	-0.11548	0	-0.022563	-0.044441	0.102582	0.033959	0.043802	-0.024663	0.172575	0	-0.099414	-0.036291	-0.099294	-0.13558	-0.310933	-0.229888	-0.180008	0	0.017279	0.181882	0.026404	0.236584	0.067833	0.222923	0.202339	0	-0.018249	-0.066595	-0.00359	-0.373924	-0.701198	-1.029795	-1.387893	0	0	0	0	0	0	0	0
YNR068C || YNR068C	0	0.055496	0.141528	0.096588	0.1367	-0.020361	-0.112759	0.051236	0	0.152196	0.069609	0.148419	0.145411	0.130151	0.027325	0.111862	0	-0.026344	0.07023	-0.054849	0.007635	-0.046424	-0.087182	-0.171997	0	0.058005	0.165577	0.130657	0.158671	0.236206	0.17598	0.151822	0	0.058173	0.068674	0.146593	-0.076552	-0.564973	-1.055757	-1.38297	0	0	0	0	0	0	0	0
YGR043C || NQM1	0	-0.011204	-0.035208	0.071955	0.228376	0.036882	-0.114457	-0.143114	0	0.006632	0.081593	0.085542	0.123773	0.032514	-0.027605	-0.121304	0	0.059303	0.066751	0.048636	0.141565	0.022834	-0.013275	-0.137954	0	0.115867	0.163574	0.001487	0.10571	0.286257	0.1463	0.153891	0	0.070248	0.09254	0.073655	-0.077003	-0.557543	-1.081107	-1.57745	0	0	0	0	0	0	0	0
